,age_ratings,aggregated_rating,aggregated_rating_count,alternative_names,artworks,bundles,category,collection,cover,created_at,dlcs,expansions,external_games,first_release_date,franchise,franchises,game_engines,game_modes,genres,hypes,id,involved_companies,keywords,multiplayer_modes,name,parent_game,platforms,player_perspectives,popularity,pulse_count,rating,rating_count,release_dates,screenshots,similar_games,slug,standalone_expansions,status,storyline,summary,tags,themes,time_to_beat,total_rating,total_rating_count,updated_at,url,version_parent,version_title,videos,websites
14,,,,,,,0,,91068.0,1580860800,,,,1581379200.0,,,,[1],[8],,129486,"[92106, 92107]",,,Cosmonauta,,[130],[4],1.0,,,,[187893],"[354847, 354848, 354849, 354850]","[1070, 1197, 4097, 5411, 6530, 38305, 63138, 96452, 108155, 115276]",cosmonauta,,,,"Cosmonauta is a platform game when the player have a lot of challenges, this adventure need more than your reflexes and determination. In a space exploration the cosmonauta have a navigation system issues and now need avoid the dangerous unknown world to find his way home.",[268435464],,,,,1581897600,https://www.igdb.com/games/cosmonauta,,,[33581],[132069]
15,[25380],,,[23566],"[7914, 7915]",,0,,79355.0,1494288000,,,"[1836025, 1857704]",1575158400.0,,,,[1],"[8, 9, 31, 32]",5.0,28528,"[83140, 83141]",,,Röki,,[130],[4],8.132514567831834,8.0,,,[183089],"[269232, 269233, 269234, 269235, 269236, 269237, 269238, 269239]","[25646, 27266, 28070, 55190, 81275, 106992, 109129, 110503, 116681, 119702]",roki,,,,"Röki is an adventure game inspired by Scandinavian folklore; a dark contemporary fairy tale underpinned by a touching narrative, alluring art style, ancient puzzles and atmospheric exploration. 
 
We join Tove on a fantastical journey to save her family. A journey that takes her deep into a hidden and long forgotten world of lost folklore filled with strange locations and even stranger creatures. 
 
Explore the ancient wilderness, solve it’s mysteries, save your family in this modern adventure game for all. 
 
“EXPLORE a Living Fairy Tale Forest” - Join Tove to Explore a rich and beguiling world of wintry Scandinavian folklore, a world alive with detail and life crafted in Röki’s signature graphical art style. 
 
“Make Friends WIth MONSTERS” - Seek out the ancient and magical creatures of the Scandinavian wilderness, some are friendly, some not so much!. Röki has a rich cast of unique ‘creepy-but-cute’ characters to discover our own take on Nordic folklore. 
 
 
“SEARCH for Long Forgotten Items” - The ancient wilderness holds many secrets. Seek out long forgotten items to aid you on your adventure. 
 
 
“SOLVE the Riddles of the Wilderness” - Röki is a game of brains not brawn. Can you unlock ancient pathways and solve the riddles of the ancients 
 
 
“CHART your Journey” - Tove charts her progress in her trusty journal, it’s her grail diary. Map uncharted regions, delve deeper into the rich lore of Scandinavian folklore, collect loot and earn unique ‘wilderness explorer’ badges 
 
 
“An ADVENTURE For ALL” - Röki is an adventure game for ALL gamers. With its non-violent gameplay, accessible controls and universal themes it is a journey to delight all gamers. The game is designed uniquely to pose a challenge but to also offer a helping hand when adventurers need it meaning it can be enjoyed by all. A truly modern take on the Adventure game genre.","[268435464, 268435465, 268435487, 268435488]",,,,,1577750400,https://www.igdb.com/games/roki,,,"[23804, 29987]","[95635, 95636, 95637, 95638, 113619, 126265]"
16,[27051],,,[29556],,,1,325.0,91086.0,1580860800,,,,1564444800.0,,,,"[1, 2]",[4],,129491,"[92118, 92119, 92120]",,,Super Smash Bros. Ultimate: Challenger Pack 2,90101.0,[130],[4],1.0,,,,[187899],"[354876, 354877, 354878, 354879, 354880, 354881]",,super-smash-bros-ultimate-challenger-pack-2,,,,"The Hero from the DRAGON QUEST series joins Super Smash Bros. Ultimate as a playable fighter! Wielding the Supreme Sword of Light and a trusty shield, he can slice his foes and block incoming attacks. When Hero pulls up his Command Selection screen, he’ll have access to a random selection of spells that could turn the tide of battle in his favor! This pack also includes the Yggdrasil’s Altar stage, which sweeps across nearby areas around the sacred Tree of Life, as well as a selection of music from the DRAGON QUEST series.",,"[1, 17]",,,,1580860800,https://www.igdb.com/games/super-smash-bros-ultimate-challenger-pack-2,,,[33585],"[132106, 132107, 132108, 132109, 132110, 132111, 132112, 132113]"
17,[27052],,,[29557],,,1,325.0,91087.0,1580860800,,,,1580169600.0,,,,"[1, 2]",[4],,129492,"[92121, 92122, 92123]",,,Super Smash Bros. Ultimate: Challenger Pack 5,90101.0,[130],[4],1.0,,,,[187900],"[354882, 354883, 354884, 354885, 354886, 354887, 354888, 354889]","[19164, 54775, 96217, 103303, 103369, 106987, 109277, 112589, 112916, 115278]",super-smash-bros-ultimate-challenger-pack-5,,,,"Byleth is coming to the Super Smash Bros. Ultimate game as a new playable fighter! This iconic fighter is the fifth fighter in the Super Smash Bros. Ultimate Fighters Pass. Using the Heroes’ Relics and the Sword of the Creator, represent the three houses and realize their full potential.","[1, 17, 268435460]","[1, 17]",,,,1580860800,https://www.igdb.com/games/super-smash-bros-ultimate-challenger-pack-5,,,[33586],"[132114, 132115, 132116, 132117, 132118, 132119, 132120, 132121]"
18,[27053],0.0,1.0,[29558],,,1,325.0,91088.0,1544140800,,,,1556582400.0,,,,"[1, 2]",[4],,113120,"[81228, 81229, 81230]",,,Super Smash Bros. Ultimate Fighter Pass,90101.0,[130],[4],1.44578216048949,,,,[187901],"[354890, 354891, 354892, 354893, 354894, 354895, 354896, 354897, 354898, 354899]","[2254, 6184, 12860, 15430, 75962, 75964, 109277, 112589, 114145, 118748]",super-smash-bros-ultimate-fighter-pass,,,,"More fighters, stages and music are coming to Super Smash Bros. Ultimate as downloadable content! All content on this page is available in one bundle, the Super Smash Bros. Ultimate: Fighters Pass. Stay tuned for more info on the contents of the Fighters Pass!",[268435460],"[1, 17]",,0.0,1.0,1580860800,https://www.igdb.com/games/super-smash-bros-ultimate-fighter-pass,,,"[23625, 33587, 33588, 33589, 33590]","[132122, 132123, 132124, 132125, 132126, 132127, 132128, 132129]"
19,"[26270, 26271]",72.5,2.0,,,,0,,90127.0,1573257600,,,[1858040],1573171200.0,,,,[3],[9],,125286,"[86872, 86873]",,,The Stretchers,,[130],[3],1.0,2.0,90.0,0.0,"[179130, 179131]",[338016],"[19222, 25646, 28070, 95776, 100800, 103301, 103302, 107614, 113895, 120268]",the-stretchers,,,,"The world has a bad case of the Dizzies—residents dizzied by Captain Brains—and only you can rescue them! Work with a friend in co-op or skillfully control two medics on your own to overcome the physics-based puzzles of each madcap mission. Either way, how you go about it is totally up to you, whether you work together to transport many Dizzies at once on a stretcher or work in parallel by splitting up dragging the Dizzies to the ambulance one by one. As you play and replay missions, you’ll complete bonus objectives and uncover hidden collectibles with hilarious results!","[1, 268435465]",[1],,81.25,2.0,1579737600,https://www.igdb.com/games/the-stretchers,,,"[31046, 31047]","[123602, 123603, 131099]"
20,,,,,,,0,,93712.0,1560643200,,,"[1725041, 1776072]",1582848000.0,,,,[1],"[15, 32]",,119465,[93789],,,Depixtion,,[130],,1.0,,70.0,0.0,[190222],"[316020, 316021, 316022, 316023, 316024]","[33603, 51577, 55888, 65827, 102420, 110011, 111043, 115539, 116674, 116992]",depixtion,,,,"Welcome to Depixtion, a relaxing puzzle game where you create beautiful works of art using logic. Based on the popular Picross series, Depixtion blends color mixing mechanics with the rules of nonograms to create a uniquely colorful experience.","[268435471, 268435488]",,,70.0,0.0,1583193600,https://www.igdb.com/games/depixtion,,,,"[110472, 110473]"
21,[27047],,,[29553],,,1,325.0,91078.0,1567641600,,,,1572566400.0,,,,"[1, 2]",[4],,122261,"[92110, 92111, 92112]",,,Super Smash Bros. Ultimate: Challenger Pack 4,90101.0,[130],[4],1.0,,,,[175327],"[354862, 354863, 354864, 354865, 354866, 354867]","[19164, 54775, 96217, 103303, 103369, 106987, 109277, 112589, 112916, 115278]",super-smash-bros-ultimate-challenger-pack-4,,,,"Terry Bogard faces the fury in the Super Smash Bros. Ultimate game as a new playable fighter! This iconic fighter from the Fatal Fury series of fighting games is the fourth fighter in the Super Smash Bros. Ultimate Fighters Pass. Using his Power Wave and Burning Knuckle, earn your title as The King of Fighters!","[1, 17, 268435460]","[1, 17]",,,,1580860800,https://www.igdb.com/games/super-smash-bros-ultimate-challenger-pack-4,,,[33583],"[114898, 132090, 132091, 132092, 132093, 132094, 132095, 132096]"
22,"[22862, 22863]",84.4,12.0,"[22721, 25362]",,,0,6.0,91140.0,1497225600,,,,1510876800.0,,,,[1],"[12, 31]",,37034,"[68149, 68150]",,,The Elder Scrolls V: Skyrim Switch,,[130],"[1, 2]",4.12050343797334,57.0,90.09188771404959,13.0,"[126561, 156223]","[44437, 44438, 44439, 44440, 44441]","[37382, 81249, 96217, 101608, 103303, 105049, 106987, 115653, 116530, 119171]",the-elder-scrolls-v-skyrim-switch,,,,"Dragons, long lost to the passages of the Elder Scrolls, have returned and the future of Skyrim hangs in the balance. As Dragonborn, the prophesized hero born with the power of The Voice, you are the only one who can stand against them. 
 
Live another life, in another world—from battling ancient dragons, exploring rugged mountains, building a home, or mastering hundreds of weapons, spells and abilities. For the first time ever, go into battle Legend of Zelda style: fight with the Master Sword, guard with the Hylian Shield, while wearing the Champion's Tunic. The game also includes official add-ons—Dawnguard, Hearthfire, and Dragonborn. 
 
*Use motion controls to battle with melee weapons, aim your bow, or pick locks, exclusively on Nintendo Switch™","[1, 17, 38, 268435468, 268435487]","[1, 17, 38]",,87.2459438570248,25.0,1580947200,https://www.igdb.com/games/the-elder-scrolls-v-skyrim-switch,472.0,Switch,[14591],"[61357, 65051, 86256, 86257]"
23,[22930],73.5,2.0,,,,0,,78260.0,1517356800,,,,1534204800.0,,,,[1],[31],,84927,[68438],[103],,2064: Read Only Memories INTEGRAL,,[130],,1.445786205424763,,77.0,3.0,[156553],"[239761, 239762, 239763, 239764, 239765, 239766, 239767, 239768, 239769, 239770, 239771, 239772]","[55984, 81275, 100413, 103266, 106992, 108778, 109274, 110807, 111130, 112416]",2064-read-only-memories-integral,,,,"Neo-San Francisco, 2064 AD. Your life as a struggling journalist is interrupted by the world’s first sapient machine, a ROM (Relationship and Organizational Manager) named Turing. Together, you and the quirky robot will encounter a colorful cast of locals and overcome challenges as you uncover the city’s secrets behind the overlapping futures of technology and humanity. 2064: Read Only Memories is a new cyberpunk adventure that will take you on a journey of puzzle-solving and exploring as you investigate the mysterious world and characters of Neo-San Francisco.","[20, 268435487, 536871015]",[20],,75.25,5.0,1580947200,https://www.igdb.com/games/2064-read-only-memories-integral,13171.0,INTEGRAL,,"[86672, 125056, 132170, 132171]"
24,,,,[29577],,,3,,91255.0,1580947200,,,,1578528000.0,,,,[1],"[9, 13, 15, 31]",,129512,[92187],,,Cooking Tycoons: 3 in 1 Bundle,,[130],,1.0,,,,[188006],,"[25311, 26145, 28277, 36258, 37419, 65827, 79134, 106992, 109339, 112754]",cooking-tycoons-3-in-1-bundle,,,,"A series of great cooking games in one brand-new collection! 
 
Cook tons of delicious meals from all over the world and become the best chef in the city! 
 
Cook hundreds of tasty dishes with all the possible kitchen appliances and countless ingredients! 
Try it all: coffee makers, juice machines, pizza ovens, frying pans, fryers and ice cream machines. 
 
Upgrade and decorate your restaurants to attract more clients. 
 
Upgrade your kitchen appliances and ingredients to cook tasty dishes faster and earn more money! 
 
This comprehensive collection includes three great cooking games: Food Truck Tycoon, Burger Chef Tycoon, Pizza Bar Tycoon!","[268435465, 268435469, 268435471, 268435487]",,,,,1581033600,https://www.igdb.com/games/cooking-tycoons-3-in-1-bundle,,,,
25,[27082],,,,,,0,,91721.0,1517616000,,,,1581033600.0,,,,[1],"[31, 32]",,86237,"[62035, 92744]","[283, 962, 3586]",,The Town of Light: Deluxe Edition,,[130],[1],1.0,,,,[188529],"[356905, 356906, 356907, 356908, 356909]",,the-town-of-light-deluxe-edition,,,"Play through the eyes of Renée, a 16-year-old girl who suffers from the symptoms of mental illness. She is searching for answers to the many questions from her past, whilst exploring the place where she spent most of her youth. Guide Renée through a dark and emotional journey where the lines between entertainment, storytelling and reality blur.","The Town of Light is a psychological adventure told in the first person. The story is set in Italy in the first half of the 20th Century in a place which really existed and has been meticulously reconstructed. Exploring and interacting with the environment you will relive the history of the main character through her confused viewpoint and on the basis of your choices, the story will develop in different ways. 
 
This new Deluxe Edition of the game features exclusive making of content and documentary footage of the real Psychiatric Hospital of Volterra, never before seen on other platforms.",,"[19, 31, 38, 43]",,,,1581379200,https://www.igdb.com/games/the-town-of-light-deluxe-edition,,,"[33755, 33756]",
26,[25821],84.4,6.0,,,,0,,81840.0,1568246400,,,[1778381],1571356800.0,,,,[1],"[14, 31]",,122338,[84380],,,Ring Fit Adventure,,[130],[2],1.0,20.0,89.86615368673719,7.0,[175635],"[333092, 333093, 333094, 333095]","[236, 55984, 81249, 96217, 101608, 106987, 113360, 115653, 116353, 119171]",ring-fit-adventure,,,,"In this fitness-focused title, you'll be moving the ring and a leg strap -- both of which house a Switch Joy-Con -- to move your character through a fantasy world. 
 
At certain intervals, you'll be thrown into battles. These so-called ""fit battles"" play out like a traditional turn-based RPG. All of your attacks are triggered by completing a specific pose or stretch, with four attack types that target different parts of your body 
 
The world will be broken up into courses that, upon completion, reward you with experience points. Levelling up will increase your character's base stats and slowly unlock new skills that can be utilised in battle.","[17, 268435470, 268435487]",[17],,87.1330768433686,13.0,1581897600,https://www.igdb.com/games/ring-fit-adventure,,,[29894],"[117310, 124693]"
27,,,,,,,0,,91692.0,1581292800,,,,1578960000.0,287.0,[287],,[1],,,129786,[92713],,,CRAYON SHINCHAN The Storm Called FLAMING KASUKABE RUNNER!!,,[130],,1.0,,,,[188485],,,crayon-shinchan-the-storm-called-flaming-kasukabe-runner,,,,"Jump-action Crayon Shinchan game that anyone can easily play!Collect various costumes and friends and run through the city of Kasukabe and the world of movies! 
 
Everyone's favorite five-year-old, Shinnosuke,makes a Fierce Dash to collect sweets and Golden Balls. Get lots of different costumes using Golden Balls, obtained by proceeding from one stage to another and completing special missions! Enjoy Shinchan and his friends wearing a variety of cosplay clothes, well-known to people familiar with anime and movies!",,[1],,,,1581379200,https://www.igdb.com/games/crayon-shinchan-the-storm-called-flaming-kasukabe-runner,,,,
28,[27062],,,[29574],,,0,6017.0,91251.0,1580947200,,,,1577923200.0,,,,[1],"[9, 15]",,129510,[92179],,,Link-a-Pix Deluxe,,[130],,1.0,,,,[188000],"[355068, 355069, 355070]",,link-a-pix-deluxe,,,,"Link-a-Pix is a clue-linking puzzle where every grid has a picture hidden inside. The aim is to reveal the picture by painting paths to link the clues. 
 
Connect pairs of clues which have the same colour and number. The number shows the length of the line which will connect them. 
 
Link-a-Pix can always be solved using logic and deduction. You don't ever have to guess! 
 
This game contains 120 brand new full-colour puzzles and 120 unique mono puzzles, designed by Conceptis Ltd. Puzzles range in difficulty and size from small introductory pictures to huge scrollable grids. 
 
Content previously available in Link-a-Pix Colour on Nintendo 3DS™ family systems can be downloaded as DLC and extra add-on packs will be released regularly.",,,,,,1581033600,https://www.igdb.com/games/link-a-pix-deluxe,,,,
29,,,,,,,0,,91694.0,1553126400,,,"[1713789, 1778645]",1578960000.0,,,,"[1, 2, 3]","[31, 32]",1.0,116470,,,,Curious Cases,,[130],,1.0,,60.0,0.0,[188488],"[300293, 300294, 300295, 300296, 300297, 300298]","[28277, 37419, 55282, 75948, 81275, 87975, 106992, 108778, 109129, 111130]",curious-cases,,,,"For Desktop or VR! In this 3 chapter story, you play as a modern day legend, Detective Thomas Moore. He has solved more cases than one can count, where others hit dead-ends, he gets to work.","[268435487, 268435488]",,,60.0,0.0,1581379200,https://www.igdb.com/games/curious-cases,,,,[105430]
30,,,,,,,0,,91253.0,1542844800,,,"[1668376, 1857312]",1578268800.0,,,,[1],"[12, 15, 32]",,112581,"[92181, 92182]",,,Invisible Fist,,[130],,1.0,,,,[188002],"[270805, 270806, 270807, 270808, 270809, 270810, 270811]","[25311, 51736, 55771, 65827, 75813, 93694, 102420, 109339, 113402, 116992]",invisible-fist,,,,"We combined card games and RPGs with all the crazy shit that happens to people in the Late Capitalism. Create a billion-dollar startup, try to pay off your student loans or wait in the line for Food Stamps... And fight the Invisible Fist of the Free Market! Wishlist today!","[268435468, 268435471, 268435488]",,,,,1581033600,https://www.igdb.com/games/invisible-fist,,,,"[96398, 96399]"
31,,,,,,,0,,86504.0,1524960000,,,"[400077, 1457479]",1578268800.0,,,,"[1, 2]","[10, 13, 14, 32]",2.0,99538,[92183],,,Ultimate Racing 2D,,[130],,1.0,2.0,80.0,0.0,[188003],"[238385, 238386, 238387, 238388, 238389, 238390, 238391, 238392, 238393, 238394, 238395, 238396]","[28277, 37419, 51577, 65827, 96476, 105011, 116136, 117855, 118871, 120126]",ultimate-racing-2d,,,,"The ultimate top-down racing game, with 35 racing classes, over 45 visual stunning tracks, extensive career mode, championship mode and online multiplayer mode.","[268435466, 268435469, 268435470, 268435488]",,,80.0,0.0,1581033600,https://www.igdb.com/games/ultimate-racing-2d,,,,"[86059, 86060]"
32,[27063],,,[29576],,,0,,91254.0,1521936000,,,"[344558, 709412, 1806703]",1578355200.0,,,,[1],"[9, 15, 31, 32]",,95614,[92185],,,Nicky: The Home Alone Golf Ball,,[130],,1.0,,50.0,0.0,[188005],"[207133, 207134, 207135, 207136, 207137]","[25311, 37419, 96217, 103295, 109339, 111130, 113360, 113402, 113837, 113895]",nicky-the-home-alone-golf-ball,,,,"A poor and home alone golf ball needs your help to get your goal - to find his home ( a hole in a golf track ) in less movements as possible. 
Nicky moves only with mouse, you just need to drag, look at some point and release. 
The game is funny and challenging!","[1, 268435471, 268435487, 268435488]",[1],,50.0,0.0,1581033600,https://www.igdb.com/games/nicky-the-home-alone-golf-ball,,,[19989],"[76628, 79294]"
33,,,,,,,0,,91758.0,1563926400,,,[1728338],1564704000.0,,,,[1],"[31, 32]",,121089,[84186],,,Saboteur II: Avenging Angel,,[130],,1.0,,,,[188576],"[324442, 324443, 324444, 324445, 324446, 324447]","[29783, 37419, 81275, 96217, 103295, 105447, 111130, 113360, 113895, 115785]",saboteur-ii-avenging-angel,,,,Saboteur II: Avenging Angel is the second part of the classic retro game hit Saboteur! made by Clive Townsend in 1987. Now after 32 years SimFabric in collaboration with Clive Townsend have prepared the special remastered version of Saboteur II: Avenging Angel for PC.,"[1, 268435487, 268435488]",[1],,,,1581465600,https://www.igdb.com/games/saboteur-ii-avenging-angel,,,,[114678]
34,,,,,,,0,,91259.0,1580947200,,,,1578614400.0,,,,[1],"[10, 13]",,129515,[92197],,,Extreme Trucks Simulator,,[130],,1.0,,,,[188013],,,extreme-trucks-simulator,,,,"Do you like to Do you like heavy trucks? Try the latest simulator where you can feel what’s like to take control of Extreme Vehicles such as Construction Excavators, Dumper Trucks, Bulldozers, Haulers, Cranes, Garbage Trucks and many more! 
 
Extreme Trucks Simulator features many scenarios: country roads, quarry mine, deserts, mountains, cities etc… 
 
Easy and intuitive controls will let you experience and feel these extreme trucks! 
 
More than 8 modes with a total of 80 different levels waiting for you. Show off your skills, prove that you’re the best! Play Extreme Trucks Simulator!",,,,,,1581033600,https://www.igdb.com/games/extreme-trucks-simulator,,,,
35,,,,,,,0,,91262.0,1580947200,,,,1578960000.0,,,,[1],[33],,129516,"[92201, 92202]",,,Dungeon Shooting,,[130],,1.0,,,,[188017],,,dungeon-shooting,,,,"Switch through various weapons and take down foes! Thrilling top-down shooting! 
The player can obtain various weapons inside the dungeon. 
 
Use multiple weapons and make your way through to the end of the dungeon! 
 
The dungeon is crawling with enemies that will flock to attack. 
 
Read the enemies' attacks and complete the game your own way!",,[1],,,,1581033600,https://www.igdb.com/games/dungeon-shooting,,,,
36,[27258],,,,,,0,,93049.0,1582156800,,,,1582156800.0,,,,[1],[9],,130041,[93386],,,Sudoku Relax 4 Winter Snow,,[130],,1.0,,,,[189278],,,sudoku-relax-4-winter-snow,,,,"Let your mind take a break and refresh itself to the mind-soothing effects of Sudoku Relax 4. 
 
The popular ""Sudoku Relax"" title is coming out with a sequel, ""Sudoku Relax 4"". 
 
You can enjoy the effect of soft and warm snow in new ""Sudoku Relax"". 
 
Choose from EASY, NORMAL, or HARD modes with over 300 puzzles. 
 
Exercise your brain and wind down to the relaxing gameplay and music. 
 
Solving puzzles unlocks new backgrounds and music tracks. 
 
The game contains 3 backgrounds and 3 music tracks. 
 
You can choose to pause the game at any time and continue playing at your convenience. 
 
Simple touch controls make playing easy.",,,,,,1582156800,https://www.igdb.com/games/sudoku-relax-4-winter-snow,,,,
37,"[12548, 12549]",71.8333333333333,7.0,,[1372],,0,2879.0,91247.0,1484265600,,,[104312],1495756800.0,792.0,[792],,"[1, 2]","[4, 33]",1.0,26773,[43693],"[61, 107, 164, 623, 770, 1212, 1231, 1756, 1985, 1986, 2071, 4187, 4230, 4302, 4330, 4353, 4417, 4441, 4447, 4450, 4466, 4507, 4534, 4536, 4574, 4640, 4738, 4753, 4942, 5002, 5180, 5201, 5396, 5586, 5645, 5721, 5834, 5893, 5894, 5912, 5922, 6046, 6093, 6653, 7300, 7601, 8776, 10454, 11214, 12413]",[1557],Ultra Street Fighter II: The Final Challengers,,[130],[4],1.0,44.0,69.5746413419201,5.0,"[68229, 144593]","[44224, 177515, 177516, 177517, 177518, 177519, 177520, 177521, 177522, 177523, 177524, 177525]","[1244, 1246, 7098, 7100, 8258, 11059, 19754, 27419, 36911, 39244]",ultra-street-fighter-ii-the-final-challengers,,,,"The newest iteration of SFII in nearly 10 years, Ultra Street Fighter II features all of the classic characters, a host of new single player and multiplayer features, as well as two new fighters: Evil Ryu and Violent Ken! Nintendo Switch TV, Tabletop and Handheld modes allow you to play Ultra Street Fighter II at home or on-the-go!","[17, 268435460, 268435489, 536870973, 536871019, 536871076, 536871535, 536871682, 536872124, 536872143, 536872668, 536872897, 536872898, 536872983, 536875099, 536875142, 536875214, 536875242, 536875265, 536875329, 536875353, 536875359, 536875362, 536875378, 536875419, 536875446, 536875448, 536875486, 536875552, 536875650, 536875665, 536875854, 536875914, 536876092, 536876113, 536876308, 536876498, 536876557, 536876633, 536876746, 536876805, 536876806, 536876824, 536876834, 536876958, 536877005, 536877565, 536878212, 536878513, 536879688, 536881366, 536882126, 536883325]",[17],,70.7039873376267,12.0,1580947200,https://www.igdb.com/games/ultra-street-fighter-ii-the-final-challengers,,,[11715],"[27380, 27381]"
38,[27322],,,,,,0,,93714.0,1581897600,,,[1856161],1582761600.0,,,,[1],"[9, 31]",,129977,[93798],,,Soul Axiom Rebooted,,[130],,1.0,,,,[190243],,"[236, 25222, 25646, 27266, 27725, 95776, 106992, 109129, 110503, 121157]",soul-axiom-rebooted,,,,,"[268435465, 268435487]",,,,,1583193600,https://www.igdb.com/games/soul-axiom-rebooted,17096.0,Rebooted,,
39,[27083],,,,,,0,,91768.0,1581379200,,,,1580428800.0,,,,[1],"[13, 14, 30, 33]",,129804,[92783],,,Touchdown Pinball,,[130],,1.0,,,,[188589],,,touchdown-pinball,,,,"Get ready for Touchdown Pinball, a pinball machine where you'll play an exciting match. Score field goals, touchdowns and show who is the greatest football player on this table. 
 
Discover all the missions and secrets, including a secret arena match where your abilities will be tested. 
 
Complete all the missions and become number 1 in the world or the best among your Friends, posting your high score on the online leaderboard.",,[40],,,,1581465600,https://www.igdb.com/games/touchdown-pinball,,,,
40,[24567],87.1666666666667,13.0,"[30564, 30565, 30566]",,,0,240.0,71673.0,1550016000,,,[1746570],1561680000.0,24.0,[24],,"[1, 2, 3]",[8],12.0,115276,"[79540, 79541]",,,Super Mario Maker 2,,[130],[4],38.66859256136186,351.0,83.6047865886792,53.0,[170456],"[284030, 284031, 284032, 284033, 284034, 284035, 284036, 284037, 284038, 322409, 322410, 322411]","[1070, 1188, 1191, 96452, 100800, 103302, 113895, 118313, 120184, 120268]",super-mario-maker-2,,,,Build and play the Super Mario courses of your dreams! This sequel features a host of new tools and features—like slopes!,"[1, 268435464]",[1],,85.38572662767295,66.0,1583107200,https://www.igdb.com/games/super-mario-maker-2,,,"[24906, 27269]","[105880, 107982, 107983]"
41,,,,[29696],,,3,,91770.0,1581379200,,,,1580428800.0,,,,,"[12, 13, 15, 31]",,129805,,,,Indie Gems Bundle: JRPG Edition,,[130],,1.0,,,,[188590],,,indie-gems-bundle-jrpg-edition,,,,"Get these two JRPG games in this fantastic indie bundle, at a discounted price! 
This bundle includes Dungeon Rushers and Robothorium.",,,,,,1581465600,https://www.igdb.com/games/indie-gems-bundle-jrpg-edition,,,,
42,,,,,,,0,,91257.0,1580947200,,,,1578528000.0,,,,"[1, 2]","[31, 33]",,129514,"[92191, 92192]",,,Sea King Hunter,,[130],,1.0,,,,[188010],,,sea-king-hunter,,,"Starting this century, Unidentified Mysterious Animal, also known as UMA caused a serie of incidents. UMA’s frequent apparition became a huge society problem. To fight back against the invasion of UMA, the UMA Hunter Association was created. The UMA Hunters developed special battle suit to eradicate sea monsters. They are still fighting underwater to protect the world peace.","Sea King Hunter is a fixed-screen marine action shooting game. Players will take on huge sea monsters that are rampant in various places, earn rewards, get special armor with the rewards they have, and take on even stronger UMA. In the two-player cooperative play mode, players will take on UMA for a high score.",,[1],,,,1581033600,https://www.igdb.com/games/sea-king-hunter,,,,
43,,,,,,,0,,91260.0,1537747200,,,"[1601694, 1857701]",1578614400.0,,,,[1],"[8, 12, 31, 32]",,110070,[92198],,,Aborigenus,,[130],,1.44578216048949,1.0,60.0,0.0,[188014],"[255990, 255991, 255992, 255993, 255994]","[29783, 37419, 81275, 96217, 103295, 105447, 111130, 113360, 113895, 115785]",aborigenus,,,,"Aborigenus is a small adventure platformer with RPG-elements in a primal world. Hunt the aggressive fauna, learn new abilities and fight with the whole enemy army. Choose who you are - a shaman, a warrior or a hunter. Can you save the flying islands from the evil?","[1, 268435487, 268435488]",[1],,60.0,0.0,1581033600,https://www.igdb.com/games/aborigenus,,,,[91181]
44,,,,,,,0,,66353.0,1521763200,,,"[901062, 1857852]",1575590400.0,,,,[3],,,95073,[87836],,,Space Pioneer,,[130],,1.0,2.0,,,[180797],,,space-pioneer,,2.0,"The universe is a dangerous place – and you’re on cleaning duty. Explore the galaxy as an intergalactic bounty hunter. Discover new planets, chart incredible worlds and discover ancient secrets. From cybernetic arachnids to venomous hornets, face-off against massive bosses, each with unique offensive and defensive capabilities. Use the latest hi-tech weapons and skills to crush your enemies and earn loot to unlock awesome new gear and upgrades. Lock and load! 
 
In march of 2019 in update 1.8.0 Multiplayer was added to the game. Now you can play with other players in co-op or Free-for-all deathmatch modes. You an also choose one of three new classes: The Light, The Heavy and The Standard. Now Space Pioneer is more fun than ever! 
 
Game is available at Google Play Store, iOS App Store, Amazon appstore and Bemobi platform.",Dive into the action like never before in Mayhem Combat – an arena fighting game that will put your skills to the test in fast-paced combat and platforming action made to fit the mobile gaming experience.,,,,,,1575244800,https://www.igdb.com/games/space-pioneer,,,[31512],[125867]
45,[27325],,,,,,3,,93717.0,1560643200,,,,1582761600.0,,,,,[9],,119512,[93802],,,Animated Jigsaws Collection,,[130],,1.0,,,,[190277],,"[10603, 19222, 41349, 86974, 87507, 88511, 89132, 90788, 95776, 106992]",animated-jigsaws-collection,,,,,"[34, 268435465]",[34],,,,1583193600,https://www.igdb.com/games/animated-jigsaws-collection,,,,[109580]
46,[20882],80.0,1.0,,,,0,,61207.0,1517356800,,,[1453345],1517875200.0,,,,[1],"[5, 33]",,84924,[60537],,,Black Hole,,[130],[3],1.0,,,,[137099],"[150979, 150980, 150981]","[27270, 43367, 87728, 103281, 103292, 103298, 103301, 105049, 106805, 120268]",black-hole--1,,,,,"[1, 268435461, 268435489]",[1],,80.0,1.0,1541548800,https://www.igdb.com/games/black-hole--1,,,,
47,[26925],,,,,,0,,,1578787200,,,,,60.0,[60],,[1],[31],,128307,[90242],[215],[10097],Detective Pikachu,,[130],[2],1.0,,,,[184891],,"[26565, 27725, 51528, 55984, 103266, 106807, 107614, 109274, 116530, 120872]",detective-pikachu--1,,,,,"[43, 268435487, 536871127]",[43],,,,1581984000,https://www.igdb.com/games/detective-pikachu--1,,,,
